Count;Id;Label;Type;Bastard;Non-cyrillic
3;заходить;заходить;V;False;False
3;значение;значение;S;False;False
3;ира;ира;S;False;False
3;искусственный;искусственный;A;False;False
3;использовать;использовать;V;False;False
3;календарный;календарный;A;False;False
3;картошка;картошка;S;False;False
3;кишка;кишка;S;False;False
3;класть;класть;V;False;False
3;колодец;колодец;S;False;False
3;комната;комната;S;False;False
3;компания;компания;S;False;False
3;конькобежец;конькобежец;S;False;False
3;костюм;костюм;S;False;False
3;кпд;кпд;S;False;False
3;легко;легко;ADV;False;False
3;лесной;лесной;A;False;False
3;лично;лично;ADV;False;False
3;лишний;лишний;A;False;False
3;математический;математический;A;False;False
3;матроскин;матроскин;S;True;False
3;медаль;медаль;S;False;False
3;мединститут;мединститут;S;False;False
3;медицинский;медицинский;A;False;False
3;мировой;мировой;A;False;False
3;мобильный;мобильный;A;False;False
3;момент;момент;S;False;False
3;муха;муха;S;False;False
3;мышь;мышь;S;False;False
3;награждать;награждать;V;False;False
3;называться;называться;V;False;False
3;напиток;напиток;S;False;False
3;напрокат;напрокат;S;False;False
3;населять;населять;V;False;False
3;научный;научный;A;False;False
3;нехитрый;нехитрый;A;False;False
3;нобелевский;нобелевский;A;False;False
3;новогодний;новогодний;A;False;False
3;облетывать;облетывать;V;False;False
3;обработка;обработка;S;False;False
3;обратно;обратно;ADV;False;False
3;обслуживать;обслуживать;V;False;False
3;обувной;обувной;A;False;False
3;огород;огород;S;False;False
3;одинаково;одинаково;ADV;False;False
3;одтчпшсвдд;одтчпшсвдд;S;True;False
3;около;около;PR;False;False
3;оператор;оператор;S;False;False
3;оргазм;оргазм;S;False;False
3;особь;особь;S;False;False
3;отвага;отвага;S;False;False
3;отдыхать;отдыхать;V;False;False
3;открывать;открывать;V;False;False
3;открытие;открытие;S;False;False
3;отправляться;отправляться;V;False;False
3;перевозка;перевозка;S;False;False
3;пить;пить;V;False;False
3;планировать;планировать;V;False;False
3;плата;плата;S;False;False
3;поглощать;поглощать;V;False;False
3;под;под;PR;False;False
3;подключать;подключать;V;False;False
3;подсчитывать;подсчитывать;V;False;False
3;пойти;пойти;V;False;False
3;покрываться;покрываться;V;False;False
3;порядок;порядок;S;False;False
3;пособие;пособие;S;False;False
3;потом;потом;ADVPRO;False;False
3;поход;поход;S;False;False
3;почтовый;почтовый;A;False;False
3;прибор;прибор;S;False;False
3;призванный;призванный;A;False;False
3;продержаться;продержаться;V;False;False
3;продолжение;продолжение;S;False;False
3;продукт;продукт;S;False;False
3;производственный;производственный;A;False;False
3;прорабатывать;прорабатывать;V;False;False
3;процесс;процесс;S;False;False
3;работодатель;работодатель;S;False;False
3;раздавать;раздавать;V;False;False
3;разряд;разряд;S;False;False
3;рама;рама;S;False;False
3;расшифровывать;расшифровывать;V;False;False
3;рост;рост;S;False;False
3;сегодня;сегодня;ADV;False;False
3;село;село;S;False;False
3;сержант;сержант;S;False;False
3;сеть;сеть;S;False;False
3;сечь;сечь;V;False;False
3;символ;символ;S;False;False
3;символический;символический;A;False;False
3;скидка;скидка;S;False;False
3;склад;склад;S;False;False
3;слесарь;слесарь;S;False;False
3;слово;слово;S;False;False
3;слон;слон;S;False;False
3;служба;служба;S;False;False
3;смена;смена;S;False;False
3;снимок;снимок;S;False;False
3;собака;собака;S;False;False
3;собственный;собственный;A;False;False
3;содержаться;содержаться;V;False;False
3;соответственно;соответственно;ADV;False;False
3;спектакль;спектакль;S;False;False
3;справляться;справляться;V;False;False
3;средство;средство;S;False;False
3;сталинск;сталинск;S;True;False
3;старший;старший;A;False;False
3;страус;страус;S;False;False
3;строитель;строитель;S;False;False
3;схема;схема;S;False;False
3;театр;театр;S;False;False
3;ткань;ткань;S;False;False
3;толстый;толстый;A;False;False
3;традиционно;традиционно;ADV;False;False
3;тракторный;тракторный;A;False;False
3;треть;треть;S;False;False
3;трудовой;трудовой;A;False;False
3;трюк;трюк;S;False;False
3;туристический;туристический;A;False;False
3;удаваться;удаваться;V;False;False
3;удерживать;удерживать;V;False;False
3;универмаг;универмаг;S;False;False
3;урок;урок;S;False;False
3;усваивать;усваивать;V;False;False
3;услуга;услуга;S;False;False
3;устанавливать;устанавливать;V;False;False
3;устрица;устрица;S;False;False
3;ученица;ученица;S;False;False
3;федор;федор;S;False;False
3;фильтровать;фильтровать;V;False;False
3;фирма;фирма;S;False;False
3;х;х;S;False;False
3;ходить;ходить;V;False;False
3;чувствовать;чувствовать;V;False;False
3;чудо;чудо;S;False;False
3;швеция;швеция;S;False;False
3;шестеро;шестеро;NUM;False;False
3;шестьдесят;шестьдесят;NUM;False;False
3;штора;штора;S;False;False
3;электродвигатель;электродвигатель;S;False;False
3;электроэнергия;электроэнергия;S;False;False
3;ящерица;ящерица;S;False;False
2;bc;bc;None;False;True
2;http;http;None;False;True
2;i;i;None;False;True
2;mercedes;mercedes;None;False;True
2;pq;pq;None;False;True
2;quad;quad;None;False;True
2;turbo;turbo;None;False;True
2;абонент;абонент;S;False;False
2;абу;абу;S;False;False
2;ава;ава;S;False;False
2;агрофирма;агрофирма;S;True;False
2;азиатский;азиатский;A;False;False
2;амплитуда;амплитуда;S;False;False
2;анна;анна;S;False;False
2;ао;ао;S;False;False
2;аренда;аренда;S;False;False
2;архитектор;архитектор;S;False;False
2;аэросани;аэросани;S;False;False
2;бактерия;бактерия;S;False;False
2;банк;банк;S;False;False
2;бегемот;бегемот;S;False;False
2;без;без;PR;False;False
2;белый;белый;A;False;False
2;берег;берег;S;False;False
2;благодаря;благодаря;PR;False;False
2;более;более;ADV;False;False
2;борзая;борзая;S;False;False
2;бот;бот;S;False;False
2;буква;буква;S;False;False
2;варежка;варежка;S;False;False
2;вексель;вексель;S;False;False
2;вера;вера;S;False;False
2;вернуть;вернуть;V;False;False
2;виноград;виноград;S;False;False
2;витя;витя;S;False;False
2;вкусный;вкусный;A;False;False
2;вмещать;вмещать;V;False;False
2;вне;вне;PR;False;False
2;водяной;водяной;A;False;False
2;воз;воз;S;False;False
2;воздушный;воздушный;A;False;False
2;война;война;S;False;False
2;волна;волна;S;False;False
2;волшебный;волшебный;A;False;False
2;восход;восход;S;False;False
2;восьмой;восьмой;ANUM;False;False
2;встреча;встреча;S;False;False
2;встречаться;встречаться;V;False;False
2;вт;вт;S;False;False
2;входить;входить;V;False;False
2;выбор;выбор;S;False;False
2;вывозить;вывозить;V;False;False
2;выпекать;выпекать;V;False;False
2;выпуск;выпуск;S;False;False
2;вырастать;вырастать;V;False;False
2;вытачивать;вытачивать;V;False;False
2;выучивать;выучивать;V;False;False
2;вышивальщица;вышивальщица;S;False;False
2;гагарин;гагарин;S;False;False
2;газ;газ;S;False;False
2;главное;главное;ADV;False;False
2;годовой;годовой;A;False;False
2;голова;голова;S;False;False
2;гоночный;гоночный;A;False;False
2;гореть;гореть;V;False;False
2;государственный;государственный;A;False;False
2;готовить;готовить;V;False;False
2;готовый;готовый;A;False;False
2;гражданский;гражданский;A;False;False
2;грипп;грипп;S;False;False
2;грудь;грудь;S;False;False
2;грунтовой;грунтовой;A;False;False
2;группа;группа;S;False;False
2;д;д;S;False;False
2;даби;даби;S;True;False
2;дальнобойщик;дальнобойщик;S;False;False
2;дата;дата;S;False;False
2;девчонка;девчонка;S;False;False
2;делиться;делиться;V;False;False
2;деятельность;деятельность;S;False;False
2;диаграмма;диаграмма;S;False;False
2;диета;диета;S;False;False
2;добавлять;добавлять;V;False;False
2;добыча;добыча;S;False;False
2;документ;документ;S;False;False
2;достигать;достигать;V;False;False
2;доход;доход;S;False;False
2;дрова;дрова;S;False;False
2;ежегодно;ежегодно;ADV;False;False
2;ежемесячный;ежемесячный;A;False;False
2;забеременеть;забеременеть;V;False;False
2;завозить;завозить;V;False;False
2;заканчиваться;заканчиваться;V;False;False
2;замечательно;замечательно;ADV;False;False
2;запланировать;запланировать;V;False;False
2;заработок;заработок;S;False;False
2;защита;защита;S;False;False
2;зерно;зерно;S;False;False
2;знание;знание;S;False;False
2;золото;золото;S;False;False
2;идеальный;идеальный;A;False;False
2;известный;известный;A;False;False
2;извещение;извещение;S;False;False
2;изменяться;изменяться;V;False;False
2;илья;илья;S;False;False
2;иметь;иметь;V;False;False
2;ингредиент;ингредиент;S;False;False
2;информация;информация;S;False;False
2;искандер;искандер;S;False;False
2;кальмар;кальмар;S;False;False
2;каменщиков;каменщиков;S;False;False
2;картина;картина;S;False;False
2;кбайт;кбайт;S;False;False
2;кефир;кефир;S;False;False
2;кило;кило;S;False;False
2;кипятильник;кипятильник;S;False;False
2;кл;кл;None;False;True
2;клиент;клиент;S;False;False
2;коктейль;коктейль;S;False;False
2;колесо;колесо;S;False;False
2;контрольный;контрольный;A;False;False
2;копать;копать;V;False;False
2;корабль;корабль;S;False;False
2;королевство;королевство;S;False;False
2;косвенный;косвенный;A;False;False
2;красный;красный;A;False;False
2;кролик;кролик;S;False;False
2;кроме;кроме;PR;False;False
2;кура;кура;S;False;False
2;кусок;кусок;S;False;False
2;лагерь;лагерь;S;False;False
2;лесополоса;лесополоса;S;False;False
2;лестница;лестница;S;False;False
2;лето;лето;S;False;False
2;либо;либо;CONJ;False;False
2;лик;лик;S;False;False
2;лицо;лицо;S;False;False
2;лыжа;лыжа;S;False;False
2;матрешка;матрешка;S;False;False
2;машинист;машинист;S;False;False
2;мгновенно;мгновенно;ADV;False;False
2;миллиардер;миллиардер;S;False;False
2;миллионер;миллионер;S;False;False
2;миля;миля;S;False;False
2;многостраничный;многостраничный;A;False;False
2;модель;модель;S;False;False
2;модемный;модемный;A;False;False
2;молоко;молоко;S;False;False
2;мотороллер;мотороллер;S;False;False
2;мтз;мтз;None;False;True
2;муравей;муравей;S;False;False
2;мышка;мышка;S;False;False
2;мясо;мясо;S;False;False
2;н;н;S;False;False
2;наблюдатель;наблюдатель;S;False;False
2;нагреваться;нагреваться;V;False;False
2;назначение;назначение;S;False;False
2;наперегонки;наперегонки;ADV;False;False
2;наполовину;наполовину;ADV;False;False
2;начислять;начислять;V;False;False
2;недавно;недавно;ADV;False;False
2;нет;нет;ADV;False;False
2;нефть;нефть;S;False;False
2;нефтяной;нефтяной;A;False;False
2;ни;ни;PART;False;False
2;нормальный;нормальный;A;False;False
2;нужный;нужный;A;False;False
2;обед;обед;S;False;False
2;оборот;оборот;S;False;False
2;обходить;обходить;V;False;False
2;окно;окно;S;False;False
2;окунь;окунь;S;False;False
2;олимпиада;олимпиада;S;False;False
2;оплата;оплата;S;False;False
2;оплачивать;оплачивать;V;False;False
2;оповещать;оповещать;V;False;False
2;оповещение;оповещение;S;False;False
2;опытный;опытный;A;False;False
2;особенно;особенно;ADV;False;False
2;остаток;остаток;S;False;False
2;ответственность;ответственность;S;False;False
2;отдел;отдел;S;False;False
2;отец;отец;S;False;False
2;отказ;отказ;S;False;False
2;отметка;отметка;S;False;False
2;отмечать;отмечать;V;False;False
2;отпускной;отпускной;A;False;False
2;папка;папка;S;False;False
2;парта;парта;S;False;False
2;перевозиться;перевозиться;V;False;False
2;передаваться;передаваться;V;False;False
2;передача;передача;S;False;False
2;песок;песок;S;False;False
2;петр;петр;S;False;False
2;пешком;пешком;ADV;False;False
2;писать;писать;V;False;False
2;плавление;плавление;S;False;False
2;платье;платье;S;False;False
2;пловец;пловец;S;False;False
2;плодовый;плодовый;A;False;False
2;плыть;плыть;V;False;False
2;побежать;побежать;V;False;False
2;погашение;погашение;S;False;False
2;подготовка;подготовка;S;False;False
2;подземный;подземный;A;False;False
2;подряд;подряд;ADV;False;False
2;подтягивание;подтягивание;S;False;False
2;подъемный;подъемный;A;False;False
2;позволять;позволять;V;False;False
2;покраска;покраска;S;False;False
2;покрывать;покрывать;V;False;False
2;полотер;полотер;S;False;False
2;полураспад;полураспад;S;False;False
2;польза;польза;S;False;False
2;понимать;понимать;V;False;False
2;портной;портной;S;False;False
2;посмотреть;посмотреть;V;False;False
2;поставлять;поставлять;V;False;False
2;посчитать;посчитать;V;False;False
2;потерять;потерять;V;False;False
2;почтальон;почтальон;S;False;False
2;право;право;S;False;False
2;предоставлять;предоставлять;V;False;False
2;предприниматель;предприниматель;S;False;False
2;предусматривать;предусматривать;V;False;False
2;приближаться;приближаться;V;False;False
2;приблизительно;приблизительно;ADV;False;False
2;прибыль;прибыль;S;False;False
2;привет;привет;S;False;False
2;придорожный;придорожный;A;False;False
2;применение;применение;S;False;False
2;пример;пример;S;False;False
2;приниматься;приниматься;V;False;False
2;приходиться;приходиться;V;False;False
2;проверка;проверка;S;False;False
2;продажа;продажа;S;False;False
2;проделывать;проделывать;V;False;False
2;прорешать;прорешать;V;True;False
2;просушивать;просушивать;V;False;False
2;протекать;протекать;V;False;False
2;протокол;протокол;S;False;False
2;прядильный;прядильный;A;False;False
2;прямой;прямой;A;False;False
2;пряник;пряник;S;False;False
2;птица;птица;S;False;False
2;пусть;пусть;PART;False;False
2;путник;путник;S;False;False
2;пчела;пчела;S;False;False
2;пшеница;пшеница;S;False;False
2;пятый;пятый;ANUM;False;False
2;ра;ра;None;False;True
2;разный;разный;A;False;False
2;разрешение;разрешение;S;False;False
2;ракета;ракета;S;False;False
2;раскрывать;раскрывать;V;False;False
2;распечатка;распечатка;S;False;False
2;располагать;располагать;V;False;False
2;распространяться;распространяться;V;False;False
2;рассказывать;рассказывать;V;False;False
2;рассчитывать;рассчитывать;V;False;False
2;растение;растение;S;False;False
2;расчет;расчет;S;False;False
2;реактивный;реактивный;A;False;False
2;регион;регион;S;False;False
2;рейсовый;рейсовый;A;False;False
2;рекорд;рекорд;S;False;False
2;реостат;реостат;S;False;False
2;робот;робот;S;False;False
2;роль;роль;S;False;False
2;россия;россия;S;False;False
2;рука;рука;S;False;False
2;рукописный;рукописный;A;False;False
2;сад;сад;S;False;False
2;самосвал;самосвал;S;False;False
2;сантиметр;сантиметр;S;False;False
2;саранча;саранча;S;False;False
2;свежий;свежий;A;False;False
2;свинец;свинец;S;False;False
2;свисток;свисток;S;False;False
2;связь;связь;S;False;False
2;семафор;семафор;S;False;False
2;синица;синица;S;False;False
2;скрываться;скрываться;V;False;False
2;слава;слава;S;False;False
2;слагать;слагать;V;False;False
2;служащий;служащий;S;False;False
2;смерть;смерть;S;False;False
2;смешать;смешать;V;False;False
2;собираться;собираться;V;False;False
2;советовать;советовать;V;False;False
2;соединение;соединение;S;False;False
2;создавать;создавать;V;False;False
2;сокол;сокол;S;False;False
2;солнце;солнце;S;False;False
2;соль;соль;S;False;False
2;соответствовать;соответствовать;V;False;False
2;сотовый;сотовый;A;False;False
2;справка;справка;S;False;False
2;среди;среди;PR;False;False
2;среднемесячный;среднемесячный;A;False;False
2;срываться;срываться;V;False;False
2;ставка;ставка;S;False;False
2;старый;старый;A;False;False
2;страдать;страдать;V;False;False
2;стрекоза;стрекоза;S;False;False
2;сухой;сухой;A;False;False
2;сходить;сходить;V;False;False
2;сша;сша;S;False;False
2;съезжать;съезжать;V;False;False
2;таня;таня;S;False;False
2;теплоемкость;теплоемкость;S;False;False
2;технология;технология;S;False;False
2;тигр;тигр;S;False;False
2;тополь;тополь;S;False;False
2;точка;точка;S;False;False
2;тур;тур;S;False;False
2;турник;турник;S;False;False
2;уборка;уборка;S;False;False
2;углекислый;углекислый;A;False;False
2;уезжать;уезжать;V;False;False
2;уничтожать;уничтожать;V;False;False
2;упаковка;упаковка;S;False;False
2;ускорение;ускорение;S;False;False
2;утюг;утюг;S;False;False
2;фартук;фартук;S;False;False
2;ферма;ферма;S;False;False
2;фотопринтер;фотопринтер;S;True;False
2;хиха;хиха;S;True;False
2;хлеб;хлеб;S;False;False
2;ходьба;ходьба;S;False;False
2;холод;холод;S;False;False
2;холодильник;холодильник;S;False;False
2;хорошо;хорошо;ADV;False;False
2;хотеться;хотеться;V;False;False
2;художник;художник;S;False;False
2;худой;худой;A;False;False
2;ц;ц;S;False;False
2;чашка;чашка;S;False;False
2;чертеж;чертеж;S;False;False
2;четверть;четверть;S;False;False
2;численность;численность;S;False;False
2;чистый;чистый;A;False;False
2;шесть;шесть;NUM;False;False
2;шить;шить;V;False;False
2;школьный;школьный;A;False;False
2;штамповать;штамповать;V;False;False
2;щебень;щебень;S;False;False
2;экономить;экономить;V;False;False
2;электричка;электричка;S;False;False
2;электроплитка;электроплитка;S;False;False
2;элемент;элемент;S;False;False
2;этаж;этаж;S;False;False
2;ю;ю;S;False;False
2;юбочка;юбочка;S;False;False
2;яблоко;яблоко;S;False;False
2;январь;январь;S;False;False
1;abc;abc;None;False;True
1;activ;activ;None;False;True
1;bcем;bcем;None;False;True
1;bez;bez;None;False;True
1;bisness;bisness;None;False;True
1;cbs;cbs;None;False;True
1;cds;cds;None;False;True
1;chocolat;chocolat;None;False;True
1;co;co;None;False;True
1;com;com;None;False;True
1;e;e;None;False;True
1;fb;fb;None;False;True
1;flow;flow;None;False;True
1;glopart;glopart;None;False;True
1;h;h;None;False;True
1;html;html;None;False;True
1;kryuchka;kryuchka;None;False;True
1;m;m;None;False;True
1;masterklass;masterklass;None;False;True
1;me;me;None;False;True
1;minut;minut;None;False;True
1;moulinex;moulinex;None;False;True
1;muzhski;muzhski;None;False;True
1;nbc;nbc;None;False;True
1;nyt;nyt;None;False;True
1;nсм;nсм;None;False;True
1;petelki;petelki;None;False;True
1;pgkfne;pgkfne;None;False;True
1;po;po;None;False;True
1;sharf;sharf;None;False;True
1;spic;spic;None;False;True
1;str;str;None;False;True
1;taynyizag;taynyizag;None;False;True
1;tм;tм;None;False;True
1;ua;ua;None;False;True
1;v;v;None;False;True
1;vi;vi;None;False;True
1;vyazhem;vyazhem;None;False;True
1;z;z;None;False;True
1;za;za;None;False;True
1;абсолютно;абсолютно;ADV;False;False
1;австралия;австралия;S;False;False
1;автобусный;автобусный;A;False;False
1;автозаправочный;автозаправочный;A;False;False
1;автор;автор;S;False;False
1;автотурист;автотурист;S;False;False
1;активация;активация;S;False;False
1;активность;активность;S;False;False
1;александрович;александрович;S;False;False
1;алексей;алексей;S;False;False
1;алфавит;алфавит;S;False;False
1;альбом;альбом;S;False;False
1;амортизация;амортизация;S;False;False
1;амперметр;амперметр;S;False;False
1;английский;английский;A;False;False
1;апельсин;апельсин;S;False;False
1;аптека;аптека;S;False;False
1;арбалетов;арбалетов;S;True;False
1;аристарх;аристарх;S;False;False
1;армия;армия;S;False;False
1;артель;артель;S;False;False
1;артем;артем;S;False;False
1;асфальтировать;асфальтировать;V;False;False
1;аудиторский;аудиторский;A;False;False
1;афи;афи;S;False;False
1;бабушка;бабушка;S;False;False
1;бабушкин;бабушкин;A;False;False
1;байдарка;байдарка;S;False;False
1;бамбук;бамбук;S;False;False
1;бангладеш;бангладеш;S;False;False
1;батон;батон;S;False;False
1;безопасность;безопасность;S;False;False
1;бельгия;бельгия;S;False;False
1;бензоколонка;бензоколонка;S;False;False
1;береза;береза;S;False;False
1;беременный;беременный;A;False;False
1;бикфордов;бикфордов;A;False;False
1;битный;битный;A;False;False
1;блендер;блендер;S;False;False
1;блестящий;блестящий;A;False;False
1;блефуску;блефуску;ADV;True;False
1;бм;бм;None;False;True
1;боб;боб;S;False;False
1;бок;бок;S;False;False
1;болезнь;болезнь;S;False;False
1;больница;больница;S;False;False
1;больной;больной;A;False;False
1;больший;больший;A;False;False
1;бочка;бочка;S;False;False
1;бракад;бракад;S;True;False
1;бракованный;бракованный;A;False;False
1;братец;братец;S;False;False
1;бревно;бревно;S;False;False
1;бродить;бродить;V;False;False
1;бройлер;бройлер;S;False;False
1;бросать;бросать;V;False;False
1;будильник;будильник;S;False;False
1;бульдозер;бульдозер;S;False;False
1;бумажный;бумажный;A;False;False
1;буратино;буратино;S;False;False
1;бухгалтерия;бухгалтерия;S;False;False
1;бухгалтерский;бухгалтерский;A;False;False
1;бухучет;бухучет;S;True;False
1;быстреее;быстреее;ADV;True;False
1;бытие;бытие;S;False;False
1;валера;валера;S;False;False
1;валя;валя;S;False;False
1;вариант;вариант;S;False;False
1;вариация;вариация;S;False;False
1;ввод;ввод;S;False;False
1;вводить;вводить;V;False;False
1;вдвоем;вдвоем;ADV;False;False
1;ведерко;ведерко;S;False;False
1;великий;великий;A;False;False
1;величина;величина;S;False;False
1;верблюд;верблюд;S;False;False
1;веревочный;веревочный;A;False;False
1;вернуться;вернуться;V;False;False
1;вероятность;вероятность;S;False;False
1;верста;верста;S;False;False
1;вертикаль;вертикаль;S;False;False
1;вертикально;вертикально;ADV;False;False
1;вертикальный;вертикальный;A;False;False
1;верхний;верхний;A;False;False
1;весело;весело;ADV;False;False
1;весна;весна;S;False;False
1;ветер;ветер;S;False;False
1;ветеран;ветеран;S;False;False
1;вид;вид;S;False;False
1;видиш;видиш;S;True;False
1;вишневый;вишневый;A;False;False
1;вишня;вишня;S;False;False
1;владеть;владеть;V;False;False
1;владимир;владимир;S;False;False
1;владимирский;владимирский;A;False;False
1;влезать;влезать;V;False;False
1;вложение;вложение;S;False;False
1;влюблять;влюблять;V;False;False
1;вмещаться;вмещаться;V;False;False
1;внешний;внешний;A;False;False
1;вниз;вниз;ADV;False;False
1;внутренний;внутренний;A;False;False
1;водоем;водоем;S;False;False
1;водонапорный;водонапорный;A;False;False
1;воевать;воевать;V;False;False
1;военный;военный;A;False;False
1;волга;волга;S;False;False
1;волгоград;волгоград;S;False;False
1;волк;волк;S;False;False
1;вольтметр;вольтметр;S;False;False
1;воля;воля;S;False;False
1;вообще;вообще;ADV;False;False
1;вооружение;вооружение;S;False;False
1;воробей;воробей;S;False;False
1;ворона;ворона;S;False;False
1;восемь;восемь;NUM;False;False
1;восстанавливать;восстанавливать;V;False;False
1;вправе;вправе;ADV;False;False
1;врать;врать;V;False;False
1;вредный;вредный;A;False;False
1;вследствие;вследствие;PR;False;False
1;вспомнить;вспомнить;V;False;False
1;всякий;всякий;APRO;False;False
1;втора;втора;S;False;False
1;вторник;вторник;S;False;False
1;вчера;вчера;ADV;False;False
1;выборка;выборка;S;False;False
1;вывести;вывести;V;False;False
1;выгружать;выгружать;V;False;False
1;выдаваться;выдаваться;V;False;False
1;выдерживать;выдерживать;V;False;False
1;выкрасить;выкрасить;V;False;False
1;выкупаться;выкупаться;V;False;False
1;вылавливать;вылавливать;V;False;False
1;вылет;вылет;S;False;False
1;выливать;выливать;V;False;False
1;выпечка;выпечка;S;False;False
1;выпивать;выпивать;V;False;False
1;выписывать;выписывать;V;False;False
1;выплавлять;выплавлять;V;False;False
1;выплачивать;выплачивать;V;False;False
1;выплачиваться;выплачиваться;V;False;False
1;выполняться;выполняться;V;False;False
1;выпонить;выпонить;V;True;False
1;выравниваться;выравниваться;V;False;False
1;выражать;выражать;V;False;False
1;выращеннуую;выращеннуую;ADV;True;False
1;высвобождение;высвобождение;S;False;False
1;высыпаться;высыпаться;V;False;False
1;выходить;выходить;V;False;False
1;выходной;выходной;S;False;False
1;вычет;вычет;S;False;False
1;выясняться;выясняться;V;False;False
1;вязать;вязать;V;False;False
1;газон;газон;S;False;False
1;галя;галя;S;False;False
1;гартвич;гартвич;S;True;False
1;гвоздь;гвоздь;S;False;False
1;генератор;генератор;S;False;False
1;гениягений;гениягений;S;True;False
1;гепард;гепард;S;False;False
1;гера;гера;S;False;False
1;глубина;глубина;S;False;False
1;глядь;глядь;PART;False;False
1;глянуть;глянуть;V;False;False
1;гнездо;гнездо;S;False;False
1;годность;годность;S;False;False
1;головка;головка;S;False;False
1;головной;головной;A;False;False
1;голубой;голубой;A;False;False
1;гонщик;гонщик;S;False;False
1;горизонталь;горизонталь;S;False;False
1;горка;горка;S;False;False
1;горшок;горшок;S;False;False
1;гость;гость;S;False;False
1;гражданин;гражданин;S;False;False
1;гребень;гребень;S;False;False
1;гречиха;гречиха;S;False;False
1;гриб;гриб;S;False;False
1;грузик;грузик;S;True;False
1;грузить;грузить;V;False;False
1;грунт;грунт;S;False;False
1;гулливер;гулливер;S;False;False
1;гулять;гулять;V;False;False
1;гусеница;гусеница;S;False;False
1;гусь;гусь;S;False;False
1;гц;гц;S;False;False
1;давление;давление;S;False;False
1;даже;даже;CONJ;False;False
1;дарья;дарья;S;False;False
1;двенадцатый;двенадцатый;ANUM;False;False
1;двухканальный;двухканальный;A;False;False
1;двухлетний;двухлетний;A;False;False
1;девушка;девушка;S;False;False
1;девятиклассник;девятиклассник;S;False;False
1;деень;деень;ADV;True;False
1;декада;декада;S;False;False
1;дело;дело;S;False;False
1;деньги;деньги;S;False;False
1;держать;держать;V;False;False
1;дешево;дешево;ADV;False;False
1;джип;джип;S;False;False
1;дзержинский;дзержинский;S;False;False
1;дискретизация;дискретизация;S;False;False
1;дневной;дневной;A;False;False
1;днище;днище;S;False;False
1;добежать;добежать;V;False;False
1;доверительный;доверительный;A;False;False
1;доктор;доктор;S;False;False
1;долг;долг;S;False;False
1;долгосрочный;долгосрочный;A;False;False
1;долетать;долетать;V;False;False
1;домодедово;домодедово;S;False;False
1;домодедовский;домодедовский;A;False;False
1;допоздна;допоздна;ADV;False;False
1;допрос;допрос;S;False;False
1;дорогой;дорогой;A;False;False
1;дорожка;дорожка;S;False;False
1;дорожный;дорожный;A;False;False
1;дотощить;дотощить;V;True;False
1;доходность;доходность;S;False;False
1;дошкольный;дошкольный;A;False;False
1;др;др;S;False;False
1;дрессировка;дрессировка;S;False;False
1;дрессировщик;дрессировщик;S;False;False
1;думать;думать;V;False;False
1;дыхание;дыхание;S;False;False
1;дэвид;дэвид;S;False;False
1;е;е;S;False;False
1;ежесекундный;ежесекундный;A;False;False
1;елка;елка;S;False;False
1;еслиэта;еслиэта;S;True;False
1;желание;желание;S;False;False
1;желать;желать;V;False;False
1;женский;женский;A;False;False
1;живот;живот;S;False;False
1;жизнь;жизнь;S;False;False
1;жирность;жирность;S;False;False
1;жирный;жирный;A;False;False
1;жить;жить;V;False;False
1;жук;жук;S;False;False
1;журнал;журнал;S;False;False
1;забронировать;забронировать;V;False;False
1;забывать;забывать;V;False;False
1;завтра;завтра;ADV;False;False
1;загадочный;загадочный;A;False;False
1;загорать;загорать;V;False;False
1;загородный;загородный;A;False;False
1;заготовитель;заготовитель;S;False;False
1;загранкомандировка;загранкомандировка;S;False;False
1;задерживаться;задерживаться;V;False;False
1;закачивать;закачивать;V;False;False
1;зал;зал;S;False;False
1;заливать;заливать;V;False;False
1;залповый;залповый;A;False;False
1;замерзать;замерзать;V;False;False
1;заметка;заметка;S;False;False
1;замок;замок;S;False;False
1;запесь;запесь;S;True;False
1;запятая;запятая;S;False;False
1;зарабатывать;зарабатывать;V;False;False
1;заработный;заработный;A;False;False
1;зарегистрироваться;зарегистрироваться;V;False;False
1;зарплата;зарплата;S;False;False
1;зачатие;зачатие;S;False;False
1;зачет;зачет;S;False;False
1;заявление;заявление;S;False;False
1;звать;звать;V;False;False
1;звук;звук;S;False;False
1;звукозапись;звукозапись;S;False;False
1;здание;здание;S;False;False
1;здесь;здесь;ADVPRO;False;False
1;зебра;зебра;S;False;False
1;землякопа;землякопа;S;True;False
1;земляника;земляника;S;False;False
1;зернов;зернов;S;False;False
1;зерновые;зерновые;S;False;False
1;змеевка;змеевка;S;False;False
1;змей;змей;S;False;False
1;значит;значит;ADV;False;False
1;зоопарк;зоопарк;S;False;False
1;зря;зря;ADV;False;False
1;зубной;зубной;A;False;False
1;зяблик;зяблик;S;False;False
1;игрушка;игрушка;S;False;False
1;идеально;идеально;ADV;False;False
1;извинять;извинять;V;False;False
1;излучать;излучать;V;False;False
1;изменять;изменять;V;False;False
1;измерительный;измерительный;A;False;False
1;изображать;изображать;V;False;False
1;изучать;изучать;V;False;False
1;имитация;имитация;S;False;False
1;империя;империя;S;False;False
1;импульс;импульс;S;False;False
1;имя;имя;S;False;False
1;инвентаризация;инвентаризация;S;False;False
1;инвестор;инвестор;S;False;False
1;интенсивность;интенсивность;S;False;False
